Year-Month,Category,Subcategory,State,Units Sold,Total Sales,Total Operating Profit
2021-07,Athletic Footwear,Women's,Massachusetts,358,15207,4256.05
2021-07,Athletic Footwear,Women's,Michigan,683,33676,12529.2
2021-07,Athletic Footwear,Women's,Mississippi,742,34421,14683.73
2021-07,Athletic Footwear,Women's,Missouri,476,14179,6052.37
2021-07,Athletic Footwear,Women's,Nebraska,642,19908,8525.65
2021-07,Athletic Footwear,Women's,New Hampshire,517,26553,8805.25
2021-07,Athletic Footwear,Women's,New Jersey,313,12268,5224.72
2021-07,Athletic Footwear,Women's,New Mexico,734,37851,14383.619999999999
2021-07,Athletic Footwear,Women's,New York,725,39575,12906.0
2021-07,Athletic Footwear,Women's,North Carolina,878,47681,20233.56
2021-07,Athletic Footwear,Women's,North Dakota,228,9014,2966.02
2021-07,Athletic Footwear,Women's,Ohio,677,36931,15900.240000000002
2021-07,Athletic Footwear,Women's,Oklahoma,517,21962,9468.970000000001
2021-07,Athletic Footwear,Women's,Oregon,886,70711,27133.609999999997
2021-07,Athletic Footwear,Women's,Rhode Island,318,12006,5171.52
2021-07,Athletic Footwear,Women's,South Carolina,977,53129,17199.18
2021-07,Athletic Footwear,Women's,South Dakota,219,8672,2818.96
2021-07,Athletic Footwear,Women's,Utah,668,15318,6535.06
2021-07,Athletic Footwear,Women's,Vermont,486,22596,8730.119999999999
2021-07,Athletic Footwear,Women's,Virginia,886,71123,27087.879999999997
2021-07,Athletic Footwear,Women's,West Virginia,352,17446,7384.96
2021-07,Athletic Footwear,Women's,Wisconsin,226,8938,2913.96
2021-07,Athletic Footwear,Women's,Wyoming,650,25850,9749.5
2021-07,Street Footwear,Men's,Alaska,857,55341,20630.61
2021-07,Street Footwear,Men's,Arizona,1087,51994,19715.260000000002
2021-07,Street Footwear,Men's,Arkansas,1279,64843,27313.58
2021-07,Street Footwear,Men's,Connecticut,1034,54145,23496.34
2021-07,Street Footwear,Men's,Delaware,857,46770,17816.4
2021-07,Street Footwear,Men's,Florida,1458,122859,41304.24
2021-07,Street Footwear,Men's,Georgia,1139,53528,22816.36
2021-07,Street Footwear,Men's,Hawaii,1008,79392,21695.04
2021-07,Street Footwear,Men's,Idaho,1256,58406,24958.399999999998
2021-07,Street Footwear,Men's,Illinois,3122,164563,69999.25
2021-07,Street Footwear,Men's,Indiana,699,37849,16127.470000000001
2021-07,Street Footwear,Men's,Iowa,688,34262,11225.28
2021-07,Street Footwear,Men's,Kansas,857,46406,17634.4
2021-07,Street Footwear,Men's,Kentucky,768,37896,16342.8
2021-07,Street Footwear,Men's,Louisiana,1476,123192,52864.56
2021-07,Street Footwear,Men's,Maryland,656,32668,13837.48
2021-07,Street Footwear,Men's,Massachusetts,930,47459,15373.499999999998
2021-07,Street Footwear,Men's,Michigan,1125,66825,34695.0
2021-07,Street Footwear,Men's,Mississippi,1360,77401,33185.36
2021-07,Street Footwear,Men's,Missouri,953,37308,16019.400000000001
2021-07,Street Footwear,Men's,Nebraska,2527,108425,46220.87
2021-07,Street Footwear,Men's,New Hampshire,1120,69020,29458.24
2021-07,Street Footwear,Men's,New Jersey,813,40085,15090.07
2021-07,Street Footwear,Men's,New Mexico,1201,62380,23555.159999999996
2021-07,Street Footwear,Men's,New York,1197,76323,35802.65
2021-07,Street Footwear,Men's,North Carolina,1344,85890,36120.0
2021-07,Street Footwear,Men's,North Dakota,710,35180,13388.2
2021-07,Street Footwear,Men's,Ohio,1152,74376,31655.52
2021-07,Street Footwear,Men's,Oklahoma,1120,57833,24429.88
2021-07,Street Footwear,Men's,Oregon,1403,110275,42466.7
2021-07,Street Footwear,Men's,Rhode Island,915,43005,16017.169999999998
2021-07,Street Footwear,Men's,South Carolina,1461,94343,45197.37
2021-07,Street Footwear,Men's,South Dakota,704,34738,12954.48
2021-07,Street Footwear,Men's,Utah,1272,42560,18146.24
2021-07,Street Footwear,Men's,Vermont,1066,59733,28717.56
2021-07,Street Footwear,Men's,Virginia,1377,108715,41398.4
2021-07,Street Footwear,Men's,West Virginia,832,49010,20805.2
2021-07,Street Footwear,Men's,Wisconsin,699,34205,11066.1
2021-07,Street Footwear,Men's,Wyoming,1103,54694,28879.16
2021-07,Street Footwear,Women's,Alaska,452,24656,6758.66
2021-07,Street Footwear,Women's,Arizona,765,39031,14719.73
2021-07,Street Footwear,Women's,Arkansas,716,30148,12834.38
2021-07,Street Footwear,Women's,Connecticut,517,21408,7050.12
2021-07,Street Footwear,Women's,Delaware,452,19932,8558.28
2021-07,Street Footwear,Women's,Florida,1127,99890,32928.0
2021-07,Street Footwear,Women's,Georgia,846,43269,16624.29
2021-07,Street Footwear,Women's,Hawaii,750,62850,17016.0
2021-07,Street Footwear,Women's,Idaho,1444,66788,28567.14
2021-07,Street Footwear,Women's,Illinois,1343,54828,20479.8
2021-07,Street Footwear,Women's,Indiana,293,12981,4828.95
2021-07,Street Footwear,Women's,Iowa,293,11448,3777.12
2021-07,Street Footwear,Women's,Kansas,452,20034,7483.139999999999
2021-07,Street Footwear,Women's,Kentucky,344,13622,5763.4400000000005
2021-07,Street Footwear,Women's,Louisiana,1106,98630,42935.899999999994
2021-07,Street Footwear,Women's,Maryland,260,10220,3887.8
2021-07,Street Footwear,Women's,Massachusetts,440,18348,5106.639999999999
2021-07,Street Footwear,Women's,Michigan,748,36708,12206.099999999999
2021-07,Street Footwear,Women's,Mississippi,835,39282,16518.72
2021-07,Street Footwear,Women's,Missouri,553,16462,6170.02
2021-07,Street Footwear,Women's,Nebraska,821,28143,10627.41
2021-07,Street Footwear,Women's,New Hampshire,612,31247,10305.72
2021-07,Street Footwear,Women's,New Jersey,381,14997,6358.4400000000005
2021-07,Street Footwear,Women's,New Mexico,881,48949,18471.93
2021-07,Street Footwear,Women's,New York,794,42994,11610.4
2021-07,Street Footwear,Women's,North Carolina,921,50263,21663.4
2021-07,Street Footwear,Women's,North Dakota,284,11183,3573.2
2021-07,Street Footwear,Women's,Ohio,748,40448,17149.73
2021-07,Street Footwear,Women's,Oklahoma,600,25334,10842.33
2021-07,Street Footwear,Women's,Oregon,1034,87104,33189.58
2021-07,Street Footwear,Women's,Rhode Island,393,14511,6198.3
2021-07,Street Footwear,Women's,South Carolina,1073,58023,15897.029999999999
2021-07,Street Footwear,Women's,South Dakota,286,11257,3647.94
2021-07,Street Footwear,Women's,Utah,770,18170,6909.38
2021-07,Street Footwear,Women's,Vermont,557,25605,9619.73
2021-07,Street Footwear,Women's,Virginia,1040,87048,32418.88
2021-07,Street Footwear,Women's,West Virginia,423,21052,9045.06
2021-07,Street Footwear,Women's,Wisconsin,286,11318,3696.74
2021-07,Street Footwear,Women's,Wyoming,699,27662,10417.759999999998
2021-08,Apparel,Men's,Alabama,2430,91281,37439.09
2021-08,Apparel,Men's,Alaska,290,18655,5187.65
2021-08,Apparel,Men's,Arizona,652,38964,12870.44
2021-08,Apparel,Men's,Arkansas,601,28694,10892.66
2021-08,Apparel,Men's,Connecticut,314,16317,5346.36
2021-08,Apparel,Men's,Delaware,288,15524,5129.7
2021-08,Apparel,Men's,Florida,784,59040,13390.34
2021-08,Apparel,Men's,Georgia,716,43950,16650.9
2021-08,Apparel,Men's,Hawaii,672,46893,8251.11
2021-08,Apparel,Men's,Idaho,774,39515,15044.189999999999
2021-08,Apparel,Men's,Illinois,449,26718,10037.9
2021-08,Apparel,Men's,Indiana,228,11241,3745.95
2021-08,Apparel,Men's,Iowa,226,11198,5843.8
2021-08,Apparel,Men's,Kansas,344,16993,6434.0
2021-08,Apparel,Men's,Kentucky,290,14435,5498.15
2021-08,Apparel,Men's,Louisiana,765,46850,22604.74
2021-08,Apparel,Men's,Maryland,163,8035,2678.3999999999996
2021-08,Apparel,Men's,Massachusetts,245,12489,3427.05
2021-08,Apparel,Men's,Michigan,635,28170,12005.1
2021-08,Apparel,Men's,Mississippi,730,33642,12722.999999999998
2021-08,Apparel,Men's,Missouri,381,13254,4969.379999999999
2021-08,Apparel,Men's,New Hampshire,403,24157,8001.15
2021-08,Apparel,Men's,New Jersey,221,10865,3534.58
2021-08,Apparel,Men's,New Mexico,761,49334,15942.04
2021-08,Apparel,Men's,New York,699,37998,14306.54
2021-08,Apparel,Men's,North Carolina,826,45078,16989.94
2021-08,Apparel,Men's,North Dakota,219,10774,3993.54
2021-08,Apparel,Men's,Ohio,635,34250,12932.5
2021-08,Apparel,Men's,Oklahoma,486,23007,8517.15
2021-08,Apparel,Men's,Oregon,689,45278,19336.96
2021-08,Apparel,Men's,Rhode Island,196,9124,2965.5
2021-08,Apparel,Men's,South Carolina,975,52725,19716.0
2021-08,Apparel,Men's,South Dakota,221,10912,4057.02
2021-08,Apparel,Men's,Texas,1527,56546,16547.0
2021-08,Apparel,Men's,Utah,564,16052,6053.429999999999
2021-08,Apparel,Men's,Vermont,362,20301,7747.889999999999
2021-08,Apparel,Men's,Virginia,663,43266,18389.24
2021-08,Apparel,Men's,West Virginia,318,15832,6799.280000000001
2021-08,Apparel,Men's,Wisconsin,221,10958,5810.2
2021-08,Apparel,Men's,Wyoming,640,31580,10197.8
2021-08,Apparel,Women's,Alabama,4189,137378,84329.45000000001
2021-08,Apparel,Women's,Alaska,504,34968,11326.56
2021-08,Apparel,Women's,Arizona,600,38648,10767.14
2021-08,Apparel,Women's,Arkansas,886,45120,19446.4
2021-08,Apparel,Women's,Connecticut,604,33731,12835.779999999999
2021-08,Apparel,Women's,Delaware,520,31080,13281.6
2021-08,Apparel,Women's,Florida,483,38307,18384.66
2021-08,Apparel,Women's,Georgia,672,44242,12125.699999999999
2021-08,Apparel,Women's,Hawaii,438,32586,13858.08
2021-08,Apparel,Women's,Idaho,1160,64600,37536.880000000005
2021-08,Apparel,Women's,Illinois,696,44897,23518.92
2021-08,Apparel,Women's,Indiana,441,24164,10304.42
2021-08,Apparel,Women's,Iowa,448,24444,10556.7
2021-08,Apparel,Women's,Kansas,563,30626,11600.5
2021-08,Apparel,Women's,Kentucky,520,28120,12104.8
2021-08,Apparel,Women's,Louisiana,492,31362,11911.259999999998
2021-08,Apparel,Women's,Maryland,381,20792,6795.69
2021-08,Apparel,Women's,Massachusetts,514,29286,9802.9
2021-08,Apparel,Women's,Michigan,851,41670,23948.1
2021-08,Apparel,Women's,Mississippi,1000,51984,27768.15
2021-08,Apparel,Women's,Missouri,603,23608,12495.2
2021-08,Apparel,Women's,New Hampshire,676,43204,16068.880000000001
2021-08,Apparel,Women's,New Jersey,455,24709,10593.400000000001
2021-08,Apparel,Women's,New Mexico,729,50220,14237.1
2021-08,Apparel,Women's,New York,943,55490,28944.0
2021-08,Apparel,Women's,North Carolina,1056,61974,32733.36
2021-08,Apparel,Women's,North Dakota,445,24380,10418.9
2021-08,Apparel,Women's,Ohio,844,49626,25816.86
2021-08,Apparel,Women's,Oklahoma,765,38965,16794.8
2021-08,Apparel,Women's,Oregon,411,28451,9566.960000000001
2021-08,Apparel,Women's,Rhode Island,483,24671,10757.12
2021-08,Apparel,Women's,South Carolina,1203,71624,37585.64
2021-08,Apparel,Women's,South Dakota,438,23914,10032.0
2021-08,Apparel,Women's,Texas,2368,77349,38081.0
2021-08,Apparel,Women's,Utah,861,28207,14937.66
2021-08,Apparel,Women's,Vermont,640,38328,16208.56
2021-08,Apparel,Women's,Virginia,405,28625,9420.5
2021-08,Apparel,Women's,West Virginia,540,29585,12703.4
2021-08,Apparel,Women's,Wisconsin,452,24554,10405.04
2021-08,Apparel,Women's,Wyoming,871,47317,13358.05
2021-08,Athletic Footwear,Men's,Alabama,4146,111112,51292.10999999999
2021-08,Athletic Footwear,Men's,Alaska,531,31436,11596.2
2021-08,Athletic Footwear,Men's,Arizona,926,52417,22059.3
2021-08,Athletic Footwear,Men's,Arkansas,840,43321,16424.19
2021-08,Athletic Footwear,Men's,Connecticut,636,29536,12722.560000000001
2021-08,Athletic Footwear,Men's,Delaware,553,27266,10204.859999999999
2021-08,Athletic Footwear,Men's,Florida,1303,102307,27489.35
2021-08,Athletic Footwear,Men's,Georgia,1000,56450,23974.0
2021-08,Athletic Footwear,Men's,Hawaii,943,69853,16137.52
2021-08,Athletic Footwear,Men's,Idaho,1200,61020,26034.6
2021-08,Athletic Footwear,Men's,Illinois,1296,45688,15626.2
2021-08,Athletic Footwear,Men's,Indiana,387,17067,7326.18
2021-08,Athletic Footwear,Men's,Iowa,378,16776,6231.96
2021-08,Athletic Footwear,Men's,Kansas,536,29036,10728.699999999999
2021-08,Athletic Footwear,Men's,Kentucky,441,19481,7266.07
2021-08,Athletic Footwear,Men's,Louisiana,1320,103120,43856.009999999995
2021-08,Athletic Footwear,Men's,Maryland,358,15778,6032.75
2021-08,Athletic Footwear,Men's,Massachusetts,550,25332,8128.48
2021-08,Athletic Footwear,Men's,Michigan,845,45500,19175.0
2021-08,Athletic Footwear,Men's,Mississippi,966,50112,19153.92
2021-08,Athletic Footwear,Men's,Missouri,618,24434,9149.64
2021-08,Athletic Footwear,Men's,Nebraska,871,25934,11169.359999999999
2021-08,Athletic Footwear,Men's,New Hampshire,720,40095,17502.75
2021-08,Athletic Footwear,Men's,New Jersey,476,21117,7899.99
2021-08,Athletic Footwear,Men's,New Mexico,1034,61962,26418.08
2021-08,Athletic Footwear,Men's,New York,910,53550,19897.499999999996
2021-08,Athletic Footwear,Men's,North Carolina,1000,59600,22020.0
2021-08,Athletic Footwear,Men's,North Dakota,390,17280,5562.0
2021-08,Athletic Footwear,Men's,Ohio,845,50310,18852.6
2021-08,Athletic Footwear,Men's,Oklahoma,703,35693,13546.71
2021-08,Athletic Footwear,Men's,Oregon,1264,95580,37043.16
2021-08,Athletic Footwear,Men's,Rhode Island,527,21888,8222.67
2021-08,Athletic Footwear,Men's,South Carolina,1143,67122,25329.78
2021-08,Athletic Footwear,Men's,South Dakota,378,16776,5524.2
2021-08,Athletic Footwear,Men's,Texas,3193,104128,37829.5
2021-08,Athletic Footwear,Men's,Utah,835,27841,10629.67
2021-08,Athletic Footwear,Men's,Vermont,680,35400,17165.010000000002
2021-08,Athletic Footwear,Men's,Virginia,1217,90072,34411.36
2021-08,Athletic Footwear,Men's,West Virginia,390,17280,7479.0
2021-08,Athletic Footwear,Men's,Wisconsin,384,17112,6422.639999999999
2021-08,Athletic Footwear,Men's,Wyoming,788,35134,11311.19
2021-08,Athletic Footwear,Women's,Alabama,2561,75010,42567.020000000004
2021-08,Athletic Footwear,Women's,Alaska,318,17354,4879.1
2021-08,Athletic Footwear,Women's,Arizona,632,32984,12720.96
2021-08,Athletic Footwear,Women's,Arkansas,636,23884,10150.6
2021-08,Athletic Footwear,Women's,Connecticut,365,15217,4940.9
2021-08,Athletic Footwear,Women's,Delaware,313,13833,5791.5
2021-08,Athletic Footwear,Women's,Florida,765,58419,19129.26
2021-08,Athletic Footwear,Women's,Georgia,712,36997,15830.380000000001
2021-08,Athletic Footwear,Women's,Hawaii,667,46264,12802.82
2021-08,Athletic Footwear,Women's,Idaho,761,35048,18684.1
2021-08,Athletic Footwear,Women's,Illinois,1159,47377,20180.2
2021-08,Athletic Footwear,Women's,Indiana,260,10280,3871.6
2021-08,Athletic Footwear,Women's,Iowa,254,9998,3219.18
2021-08,Athletic Footwear,Women's,Kansas,390,15330,5831.7
2021-08,Athletic Footwear,Women's,Kentucky,325,12850,5425.0
2021-08,Athletic Footwear,Women's,Louisiana,746,52962,22966.71
2021-08,Athletic Footwear,Women's,Maryland,194,7628,2848.88
2021-08,Athletic Footwear,Women's,Massachusetts,284,11815,3243.31
2021-08,Athletic Footwear,Women's,Michigan,667,23203,8603.85
2021-08,Athletic Footwear,Women's,Mississippi,750,28696,12171.52
2021-08,Athletic Footwear,Women's,Missouri,416,10309,4451.2
2021-08,Athletic Footwear,Women's,Nebraska,613,21179,11227.06
2021-08,Athletic Footwear,Women's,New Hampshire,435,22493,7262.46
2021-08,Athletic Footwear,Women's,New Jersey,252,9872,4154.72
2021-08,Athletic Footwear,Women's,New Mexico,770,43357,16258.59
2021-08,Athletic Footwear,Women's,New York,725,32025,10222.5
2021-08,Athletic Footwear,Women's,North Carolina,857,38383,16394.239999999998
2021-08,Athletic Footwear,Women's,North Dakota,252,9976,3210.16
2021-08,Athletic Footwear,Women's,Ohio,683,30103,12753.78
2021-08,Athletic Footwear,Women's,Oklahoma,524,19808,8384.960000000001
2021-08,Athletic Footwear,Women's,Oregon,672,44242,16566.82
2021-08,Athletic Footwear,Women's,Rhode Island,236,8806,3750.88
2021-08,Athletic Footwear,Women's,South Carolina,1008,45127,14665.82
2021-08,Athletic Footwear,Women's,South Dakota,258,10204,3347.7200000000003
2021-08,Athletic Footwear,Women's,Texas,1345,44131,19961.12
2021-08,Athletic Footwear,Women's,Utah,600,11155,4832.99
2021-08,Athletic Footwear,Women's,Vermont,403,19232,7369.04
2021-08,Athletic Footwear,Women's,Virginia,672,44148,16760.32
2021-08,Athletic Footwear,Women's,West Virginia,347,13592,5721.92
2021-08,Athletic Footwear,Women's,Wisconsin,250,9950,3277.5
2021-08,Athletic Footwear,Women's,Wyoming,672,26586,10087.14
2021-08,Street Footwear,Men's,Alabama,5334,129994,60823.75
2021-08,Street Footwear,Men's,Alaska,813,51867,19115.15
2021-08,Street Footwear,Men's,Arizona,982,50479,19287.85
2021-08,Street Footwear,Men's,Arkansas,1193,66569,28745.55
2021-08,Street Footwear,Men's,Connecticut,982,50447,21580.95
2021-08,Street Footwear,Men's,Delaware,813,43899,16505.65
2021-08,Street Footwear,Men's,Florida,1318,116621,38065.11
2021-08,Street Footwear,Men's,Georgia,1066,54922,23518.92
2021-08,Street Footwear,Men's,Hawaii,960,80340,22075.8
2021-08,Street Footwear,Men's,Idaho,1193,56014,24031.679999999997
2021-08,Street Footwear,Men's,Illinois,1564,56830,22564.5
2021-08,Street Footwear,Men's,Indiana,677,33394,14429.2
2021-08,Street Footwear,Men's,Iowa,656,32669,10570.98
2021-08,Street Footwear,Men's,Kansas,839,49584,18942.0
2021-08,Street Footwear,Men's,Kentucky,742,36432,15648.28
2021-08,Street Footwear,Men's,Louisiana,1360,121295,52233.35
2021-08,Street Footwear,Men's,Maryland,635,31479,13434.0
2021-08,Street Footwear,Men's,Massachusetts,932,47514,15616.399999999998
2021-08,Street Footwear,Men's,Michigan,1138,66965,35507.6
2021-08,Street Footwear,Men's,Mississippi,1296,72036,31024.8
2021-08,Street Footwear,Men's,Missouri,903,35714,15057.0
2021-08,Street Footwear,Men's,Nebraska,878,17357,7444.21
2021-08,Street Footwear,Men's,New Hampshire,1074,65379,28029.84
2021-08,Street Footwear,Men's,New Jersey,780,38459,14560.449999999999
2021-08,Street Footwear,Men's,New Mexico,1099,60760,22915.199999999997
2021-08,Street Footwear,Men's,New York,1175,75625,35736.25
2021-08,Street Footwear,Men's,North Carolina,1333,85413,36607.64
2021-08,Street Footwear,Men's,North Dakota,672,33012,12500.880000000001
2021-08,Street Footwear,Men's,Ohio,1103,70783,29704.0
2021-08,Street Footwear,Men's,Oklahoma,1094,60514,25558.440000000002
2021-08,Street Footwear,Men's,Oregon,1256,105864,39511.68
2021-08,Street Footwear,Men's,Rhode Island,875,40993,15617.65
2021-08,Street Footwear,Men's,South Carolina,1451,93337,44427.090000000004
2021-08,Street Footwear,Men's,South Dakota,656,32669,12268.619999999999
2021-08,Street Footwear,Men's,Texas,3254,75363,27166.01
2021-08,Street Footwear,Men's,Utah,1201,39645,16996.62
2021-08,Street Footwear,Men's,Vermont,1041,58238,28280.1
2021-08,Street Footwear,Men's,Virginia,1312,110144,41453.6
2021-08,Street Footwear,Men's,West Virginia,656,32276,13633.52
2021-08,Street Footwear,Men's,Wisconsin,683,33518,10927.56
2021-08,Street Footwear,Men's,Wyoming,1105,54485,28920.4
2021-08,Street Footwear,Women's,Alabama,3084,65817,30407.159999999996
2021-08,Street Footwear,Women's,Alaska,452,24758,6795.38
2021-08,Street Footwear,Women's,Arizona,716,36513,13973.49
2021-08,Street Footwear,Women's,Arkansas,711,33822,14455.44
2021-08,Street Footwear,Women's,Connecticut,517,21962,7199.4
2021-08,Street Footwear,Women's,Delaware,455,20160,8505.0
2021-08,Street Footwear,Women's,Florida,1120,85064,27865.32
2021-08,Street Footwear,Women's,Georgia,800,41900,15997.0
2021-08,Street Footwear,Women's,Hawaii,762,52368,14543.52
2021-08,Street Footwear,Women's,Idaho,1480,69645,29709.85
2021-08,Street Footwear,Women's,Illinois,1252,48068,17057.5
2021-08,Street Footwear,Women's,Indiana,281,11072,4123.84
2021-08,Street Footwear,Women's,Iowa,286,11379,3722.9700000000003
2021-08,Street Footwear,Women's,Kansas,452,22294,8522.0
2021-08,Street Footwear,Women's,Kentucky,355,13880,5955.2
2021-08,Street Footwear,Women's,Louisiana,1106,76580,32833.5
2021-08,Street Footwear,Women's,Maryland,260,10340,3970.0
2021-08,Street Footwear,Women's,Massachusetts,429,17738,4872.2
2021-08,Street Footwear,Women's,Michigan,719,31923,10302.66
2021-08,Street Footwear,Women's,Mississippi,851,39929,17083.24
2021-08,Street Footwear,Women's,Missouri,520,17840,6666.4
2021-08,Street Footwear,Women's,Nebraska,613,18114,7825.199999999999
2021-08,Street Footwear,Women's,New Hampshire,593,30492,10186.949999999999
2021-08,Street Footwear,Women's,New Jersey,375,14775,6298.5
2021-08,Street Footwear,Women's,New Mexico,830,47234,17812.76
2021-08,Street Footwear,Women's,New York,813,43963,12045.43
2021-08,Street Footwear,Women's,North Carolina,935,51215,21960.2
2021-08,Street Footwear,Women's,North Dakota,288,11331,3655.71
2021-08,Street Footwear,Women's,Ohio,725,39575,16704.5
2021-08,Street Footwear,Women's,Oklahoma,601,28355,12333.01
2021-08,Street Footwear,Women's,Oregon,1060,69510,26722.399999999998
2021-08,Street Footwear,Women's,Rhode Island,410,15400,6664.0
2021-08,Street Footwear,Women's,South Carolina,1056,56925,15963.75
2021-08,Street Footwear,Women's,South Dakota,290,11340,3636.0
2021-08,Street Footwear,Women's,Texas,2393,67196,24266.43
2021-08,Street Footwear,Women's,Utah,721,20411,7820.67
2021-08,Street Footwear,Women's,Vermont,571,26484,9981.56
2021-08,Street Footwear,Women's,Virginia,1054,69936,26400.829999999998
2021-08,Street Footwear,Women's,West Virginia,387,15306,6519.12
2021-08,Street Footwear,Women's,Wisconsin,281,11184,3573.6
2021-08,Street Footwear,Women's,Wyoming,693,27434,10145.3
2021-09,Apparel,Men's,Alabama,3370,149180,70063.26
2021-09,Apparel,Men's,Alaska,260,16720,4738.0
2021-09,Apparel,Men's,Arizona,608,31543,10414.14
2021-09,Apparel,Men's,Arkansas,530,12285,4703.97
2021-09,Apparel,Men's,Connecticut,284,14552,4814.28
2021-09,Apparel,Men's,Delaware,260,13999,4619.7
2021-09,Apparel,Men's,Florida,443,29062,6485.64
2021-09,Apparel,Men's,Georgia,632,32152,12050.24
2021-09,Apparel,Men's,Hawaii,441,32711,5875.8
2021-09,Apparel,Men's,Idaho,644,33080,12502.8
2021-09,Apparel,Men's,Indiana,192,6636,2129.4
2021-09,Apparel,Men's,Iowa,195,6780,3558.3
2021-09,Apparel,Men's,Kansas,286,7089,2686.1099999999997
2021-09,Apparel,Men's,Kentucky,258,11494,4322.18
2021-09,Apparel,Men's,Louisiana,435,22455,10599.54
2021-09,Apparel,Men's,Maryland,130,6439,2118.9
2021-09,Apparel,Men's,Massachusetts,200,10241,2850.67
2021-09,Apparel,Men's,Michigan,603,26623,11174.0
2021-09,Apparel,Men's,Mississippi,640,18036,6806.88
2021-09,Apparel,Men's,Missouri,352,8646,3238.62
2021-09,Apparel,Men's,New Hampshire,358,22017,7330.86
2021-09,Apparel,Men's,New Jersey,191,9426,3039.7699999999995
2021-09,Apparel,Men's,New Mexico,681,37294,12077.6
2021-09,Apparel,Men's,New York,656,35556,13313.13
2021-09,Apparel,Men's,North Carolina,756,29928,11126.88
2021-09,Apparel,Men's,North Dakota,192,7512,2840.88
2021-09,Apparel,Men's,Ohio,572,19654,7386.42
2021-09,Apparel,Men's,Oklahoma,396,9374,3484.1
2021-09,Apparel,Men's,Oregon,361,20618,8765.98
2021-09,Apparel,Men's,Rhode Island,160,7390,2423.91
2021-09,Apparel,Men's,South Carolina,875,43400,16114.0
2021-09,Apparel,Men's,South Dakota,192,8472,3223.5
2021-09,Apparel,Men's,Texas,3797,176275,62731.55
2021-09,Apparel,Men's,Utah,527,9996,3858.84
2021-09,Apparel,Men's,Vermont,318,18164,6770.68
2021-09,Apparel,Men's,Virginia,355,19634,8380.42
2021-09,Apparel,Men's,West Virginia,286,9827,4165.04
2021-09,Apparel,Men's,Wisconsin,158,5464,2895.35
2021-09,Apparel,Men's,Wyoming,625,31000,10080.0
2021-09,Apparel,Women's,Alabama,5460,265670,177267.67000000004
2021-09,Apparel,Women's,Alaska,384,26376,8504.16
2021-09,Apparel,Women's,Arizona,676,37840,10657.0
2021-09,Apparel,Women's,Arkansas,684,19281,8257.14
2021-09,Apparel,Women's,Connecticut,441,24717,9539.88
2021-09,Apparel,Women's,Delaware,384,22872,9830.880000000001
2021-09,Apparel,Women's,Florida,474,24482,11565.720000000001
2021-09,Apparel,Women's,Georgia,716,40939,11704.6
2021-09,Apparel,Women's,Hawaii,480,28380,12116.4
2021-09,Apparel,Women's,Idaho,1006,47319,27305.730000000003
2021-09,Apparel,Women's,Indiana,293,11448,4872.96
2021-09,Apparel,Women's,Iowa,286,11196,4698.0
2021-09,Apparel,Women's,Kansas,419,12476,4748.24
2021-09,Apparel,Women's,Kentucky,349,17376,7385.52
2021-09,Apparel,Women's,Louisiana,465,17625,6742.5
2021-09,Apparel,Women's,Maine,284,16863,7148.76
2021-09,Apparel,Women's,Maryland,250,13699,4379.7
2021-09,Apparel,Women's,Massachusetts,365,20248,6707.76
2021-09,Apparel,Women's,Michigan,748,37054,21210.100000000002
2021-09,Apparel,Women's,Mississippi,790,25820,13658.8
2021-09,Apparel,Women's,Missouri,445,13160,6952.4
2021-09,Apparel,Women's,New Hampshire,527,34926,13067.38
2021-09,Apparel,Women's,New Jersey,323,17399,7434.1
2021-09,Apparel,Women's,New Mexico,765,46258,12804.47
2021-09,Apparel,Women's,New York,781,46704,24272.4
2021-09,Apparel,Women's,North Carolina,903,39823,20827.03
2021-09,Apparel,Women's,North Dakota,288,12897,5574.6
2021-09,Apparel,Women's,Ohio,688,27106,14165.72
2021-09,Apparel,Women's,Oklahoma,560,15785,6811.35
2021-09,Apparel,Women's,Oregon,408,17302,5610.96
2021-09,Apparel,Women's,Rhode Island,322,16639,7118.56
2021-09,Apparel,Women's,South Carolina,1032,56064,29238.4
2021-09,Apparel,Women's,South Dakota,290,14240,5995.0
2021-09,Apparel,Women's,Texas,6297,302998,168142.05000000002
2021-09,Apparel,Women's,Utah,652,15256,8197.52
2021-09,Apparel,Women's,Vermont,471,28287,12256.199999999999
2021-09,Apparel,Women's,Virginia,403,16928,5624.94
2021-09,Apparel,Women's,West Virginia,375,14700,6177.0
2021-09,Apparel,Women's,Wisconsin,252,9976,4188.0
2021-09,Apparel,Women's,Wyoming,774,42048,11869.2
2021-09,Athletic Footwear,Men's,Alabama,5431,247776,128371.95999999999
2021-09,Athletic Footwear,Men's,Alaska,416,24505,9227.400000000001
2021-09,Athletic Footwear,Men's,Arizona,937,42829,18551.83
2021-09,Athletic Footwear,Men's,Arkansas,711,26424,10097.82
2021-09,Athletic Footwear,Men's,Connecticut,468,22245,9581.4
2021-09,Athletic Footwear,Men's,Delaware,410,20245,7485.25
2021-09,Athletic Footwear,Men's,Florida,785,47350,13214.5
2021-09,Athletic Footwear,Men's,Georgia,954,44856,19343.16
2021-09,Athletic Footwear,Men's,Hawaii,699,48781,11092.73
2021-09,Athletic Footwear,Men's,Idaho,1032,52097,22216.46
2021-09,Athletic Footwear,Men's,Indiana,349,10396,4373.0
