Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-01,Apparel,Women's,Rhode Island,Northeast,6063,3,104.0,403,14818,36.419999999999995,1.0499999999999998,4824.32
2021-01,Apparel,Women's,South Carolina,Southeast,4042,2,69.0,921,32039,39.260000000000005,1.1400000000000001,16952.46
2021-01,Apparel,Women's,South Dakota,Midwest,4042,2,68.0,347,12001,30.83,0.91,5061.76
2021-01,Apparel,Women's,Utah,West,6063,3,107.0,640,23908,38.29,1.0699999999999998,7867.8
2021-01,Apparel,Women's,Vermont,Northeast,6063,3,134.0,514,24097,53.55,1.2,9041.9
2021-01,Apparel,Women's,Virginia,Southeast,6063,3,93.0,881,28629,56.190000000000005,1.81,16482.72
2021-01,Apparel,Women's,West Virginia,Northeast,4042,2,68.0,284,9822,23.700000000000003,0.7,3141.3
2021-01,Apparel,Women's,Wisconsin,Midwest,4042,2,67.0,384,13188,30.0,0.9,5544.0
2021-01,Apparel,Women's,Wyoming,West,4042,2,78.0,516,20408,29.099999999999998,0.75,6783.6
2021-01,Athletic Footwear,Men's,Alaska,West,4042,2,88.0,484,21562,23.189999999999998,0.53,4921.71
2021-01,Athletic Footwear,Men's,Arizona,West,6063,3,117.0,760,31581,54.36,1.4000000000000001,13694.58
2021-01,Athletic Footwear,Men's,Arkansas,South,6063,3,68.0,608,14332,26.839999999999996,1.18,5355.66
2021-01,Athletic Footwear,Men's,California,West,36378,18,1030.0,8236,495112,261.53000000000003,4.5200000000000005,112106.45
2021-01,Athletic Footwear,Men's,Connecticut,Northeast,6063,3,97.0,367,12229,38.75,1.2,4604.95
2021-01,Athletic Footwear,Men's,Delaware,Northeast,4042,2,68.0,352,12166,27.759999999999998,0.82,4563.02
2021-01,Athletic Footwear,Men's,Florida,Southeast,6063,3,125.0,1060,45522,50.83,1.22,17328.42
2021-01,Athletic Footwear,Men's,Georgia,Southeast,6063,3,107.0,1287,48302,42.65,1.2,18051.899999999998
2021-01,Athletic Footwear,Men's,Hawaii,West,4042,2,98.0,548,27154,29.3,0.6,7378.9
2021-01,Athletic Footwear,Men's,Idaho,West,6063,3,107.0,671,25122,47.77,1.34,10606.220000000001
2021-01,Athletic Footwear,Men's,Indiana,Midwest,4042,2,67.0,375,12900,31.6,0.9500000000000001,5520.0
2021-01,Athletic Footwear,Men's,Iowa,Midwest,4042,2,59.0,320,9530,23.84,0.8099999999999999,3558.8
2021-01,Athletic Footwear,Men's,Kansas,Midwest,4042,2,77.0,355,13960,26.8,0.7,4484.0
2021-01,Athletic Footwear,Men's,Kentucky,Southeast,4042,2,59.0,667,19868,23.549999999999997,0.7999999999999999,7365.6
2021-01,Athletic Footwear,Men's,Louisiana,South,6063,3,78.0,1080,29918,28.8,1.1099999999999999,10049.4
2021-01,Athletic Footwear,Men's,Maine,Northeast,4042,2,86.0,484,21344,22.53,0.53,4849.77
2021-01,Athletic Footwear,Men's,Maryland,Northeast,4042,2,78.0,406,16078,33.0,0.85,6089.0
2021-01,Athletic Footwear,Men's,Massachusetts,Northeast,6063,3,123.0,526,22425,63.089999999999996,1.54,10837.529999999999
2021-01,Athletic Footwear,Men's,Michigan,Midwest,4042,2,59.0,548,16317,24.130000000000003,0.82,6138.99
2021-01,Athletic Footwear,Men's,Mississippi,South,6063,3,68.0,716,16955,27.199999999999996,1.2,6383.249999999999
2021-01,Athletic Footwear,Men's,Missouri,Midwest,4042,2,48.0,608,14934,19.560000000000002,0.82,5593.98
2021-01,Athletic Footwear,Men's,Montana,Midwest,20210,10,434.0,2767,122619,157.82,3.6599999999999997,40018.28
2021-01,Athletic Footwear,Men's,New Hampshire,Northeast,6063,3,141.0,477,24048,57.150000000000006,1.2200000000000002,9088.2
2021-01,Athletic Footwear,Men's,New Jersey,Northeast,4042,2,77.0,387,15219,35.24,0.92,6473.88
2021-01,Athletic Footwear,Men's,New Mexico,West,6063,3,106.0,725,27045,48.58,1.3800000000000001,11661.75
2021-01,Athletic Footwear,Men's,New York,Northeast,4042,2,79.0,756,30084,29.549999999999997,0.75,9937.8
2021-01,Athletic Footwear,Men's,North Carolina,Southeast,4042,2,68.0,725,25075,28.75,0.85,9518.75
2021-01,Athletic Footwear,Men's,North Dakota,Midwest,4042,2,59.0,320,9530,23.84,0.8099999999999999,3558.8
2021-01,Athletic Footwear,Men's,Ohio,Midwest,4042,2,78.0,378,14964,31.86,0.82,5593.08
2021-01,Athletic Footwear,Men's,Oklahoma,South,6063,3,64.0,546,12523,26.1,1.22,4726.47
2021-01,Athletic Footwear,Men's,Oregon,West,6063,3,118.0,624,26044,54.31999999999999,1.38,11159.359999999999
2021-01,Athletic Footwear,Men's,Rhode Island,Northeast,6063,3,106.0,406,15048,38.239999999999995,1.08,4974.72
2021-01,Athletic Footwear,Men's,South Carolina,Southeast,4042,2,69.0,906,31529,29.25,0.85,11958.25
2021-01,Athletic Footwear,Men's,South Dakota,Midwest,4042,2,67.0,349,11993,24.580000000000002,0.74,3929.42
2021-01,Athletic Footwear,Men's,Utah,West,6063,3,108.0,578,21662,44.71,1.24,8333.35
2021-01,Athletic Footwear,Men's,Vermont,Northeast,6063,3,134.0,527,24674,60.620000000000005,1.36,10531.82
2021-01,Athletic Footwear,Men's,Virginia,Southeast,6063,3,97.0,891,29722,44.5,1.38,12831.279999999999
2021-01,Athletic Footwear,Men's,West Virginia,Northeast,4042,2,69.0,293,10187,28.229999999999997,0.82,3842.89
2021-01,Athletic Footwear,Men's,Wisconsin,Midwest,4042,2,67.0,378,12996,30.32,0.91,5472.96
2021-01,Athletic Footwear,Men's,Wyoming,West,4042,2,76.0,455,17780,30.56,0.8099999999999999,6638.8
2021-01,Athletic Footwear,Women's,Alaska,West,4042,2,88.0,281,12533,26.299999999999997,0.6,3374.05
2021-01,Athletic Footwear,Women's,Arizona,West,6063,3,118.0,511,21310,48.22,1.22,8061.1
2021-01,Athletic Footwear,Women's,Arkansas,South,6063,3,51.0,364,6632,23.490000000000002,1.3800000000000001,2857.16
2021-01,Athletic Footwear,Women's,California,West,30315,15,802.0,5752,322563,291.32,5.449999999999999,108747.60999999999
2021-01,Athletic Footwear,Women's,Connecticut,Northeast,6063,3,83.0,119,3406,38.410000000000004,1.3900000000000001,1472.3600000000001
2021-01,Athletic Footwear,Women's,Delaware,Northeast,4042,2,57.0,163,4776,25.5,0.9,2013.0
2021-01,Athletic Footwear,Women's,Florida,Southeast,6063,3,107.0,815,30465,38.269999999999996,1.08,10086.65
2021-01,Athletic Footwear,Women's,Georgia,Southeast,6063,3,94.0,1087,35752,34.21,1.0899999999999999,11953.13
2021-01,Athletic Footwear,Women's,Hawaii,West,4042,2,97.0,352,17369,36.14999999999999,0.75,5753.549999999999
2021-01,Athletic Footwear,Women's,Idaho,West,6063,3,108.0,440,16566,42.58,1.18,6172.759999999999
2021-01,Athletic Footwear,Women's,Indiana,Midwest,4042,2,59.0,195,5805,27.66,0.9400000000000001,2504.7
2021-01,Athletic Footwear,Women's,Iowa,Midwest,4042,2,48.00000000000001,129,3167,17.85,0.75,1050.15
2021-01,Athletic Footwear,Women's,Kansas,Midwest,4042,2,69.0,161,5599,24.1,0.7,1802.1
2021-01,Athletic Footwear,Women's,Kentucky,Southeast,4042,2,48.0,476,11698,22.19,0.93,4981.1900000000005
2021-01,Athletic Footwear,Women's,Louisiana,South,6063,3,94.0,774,25330,42.410000000000004,1.35,10788.89
2021-01,Athletic Footwear,Women's,Maine,Northeast,4042,2,88.0,284,12662,28.02,0.64,3520.6800000000003
2021-01,Athletic Footwear,Women's,Maryland,Northeast,4042,2,67.0,222,7629,31.6,0.9500000000000001,3277.2
2021-01,Athletic Footwear,Women's,Massachusetts,Northeast,6063,3,108.0,272,10253,44.42,1.23,3890.27
2021-01,Athletic Footwear,Women's,Michigan,Midwest,4042,2,49.00000000000001,352,8723,22.48,0.92,3710.96
2021-01,Athletic Footwear,Women's,Mississippi,South,6063,3,52.0,480,8808,24.18,1.4000000000000001,3808.6800000000003
2021-01,Athletic Footwear,Women's,Missouri,Midwest,4042,2,38.00000000000001,413,8084,17.36,0.92,3423.6800000000003
2021-01,Athletic Footwear,Women's,Montana,Midwest,20210,10,410.0,2119,87873,189.8,4.64,37443.479999999996
2021-01,Athletic Footwear,Women's,New Hampshire,Northeast,6063,3,132.0,240,11093,39.86833333333334,0.9,3053.06
2021-01,Athletic Footwear,Women's,New Jersey,Northeast,4042,2,68.0,192,6636,25.020000000000003,0.74,2184.84
2021-01,Athletic Footwear,Women's,New Mexico,West,6063,3,107.0,474,17697,47.26,1.32,7426.74
2021-01,Athletic Footwear,Women's,New York,Northeast,4042,2,69.0,581,20204,28.229999999999997,0.82,7605.879999999999
2021-01,Athletic Footwear,Women's,North Carolina,Southeast,4042,2,59.0,548,16317,27.080000000000002,0.92,6954.84
2021-01,Athletic Footwear,Women's,North Dakota,Midwest,4042,2,49.00000000000001,126,3124,18.299999999999997,0.75,1030.8
2021-01,Athletic Footwear,Women's,Ohio,Midwest,4042,2,69.0,192,6678,31.0,0.9,2814.0
2021-01,Athletic Footwear,Women's,Oklahoma,South,6063,3,55.0,326,6184,22.71,1.24,2369.36
2021-01,Athletic Footwear,Women's,Oregon,West,6063,3,120.0,396,16690,56.19,1.4099999999999997,7253.32
2021-01,Athletic Footwear,Women's,Rhode Island,Northeast,6063,3,94.0,159,5209,29.42,0.94,1466.67
2021-01,Athletic Footwear,Women's,South Carolina,Southeast,4042,2,59.0,748,22267,27.950000000000003,0.9500000000000001,9659.35
2021-01,Athletic Footwear,Women's,South Dakota,Midwest,4042,2,58.0,158,4674,21.599999999999998,0.75,1540.8
2021-01,Athletic Footwear,Women's,Utah,West,6063,3,109.0,326,12302,43.34,1.19,4615.72
2021-01,Athletic Footwear,Women's,Vermont,Northeast,6063,3,124.0,281,12012,42.21828571428571,1.02,3844.6
2021-01,Athletic Footwear,Women's,Virginia,Southeast,6063,3,80.0,652,18219,33.819125,1.27,7081.17
2021-01,Athletic Footwear,Women's,West Virginia,Northeast,4042,2,58.0,95,2810,24.5,0.85,1067.5
2021-01,Athletic Footwear,Women's,Wisconsin,Midwest,4042,2,58.0,194,5732,23.939999999999998,0.83,2166.36
2021-01,Athletic Footwear,Women's,Wyoming,West,4042,2,78.0,254,10052,31.86,0.82,3764.44
2021-01,Street Footwear,Men's,Alaska,West,4042,2,68.0,484,16722,21.29,0.63,4648.110000000001
2021-01,Street Footwear,Men's,Arizona,West,6063,3,95.0,760,25117,39.48926315789474,1.25,9651.65
2021-01,Street Footwear,Men's,Arkansas,South,6063,3,66.0,920,21409,30.71,1.4000000000000001,9296.460000000001
2021-01,Street Footwear,Men's,California,West,30315,15,774.0,7632,417741,303.93,5.870000000000001,153960.22
2021-01,Street Footwear,Men's,Connecticut,Northeast,6063,3,92.0,689,22212,37.55,1.23,8444.19
2021-01,Street Footwear,Men's,Delaware,Northeast,4042,2,67.0,613,21041,28.25,0.85,8026.75
2021-01,Street Footwear,Men's,Florida,Southeast,6063,3,116.0,1377,56865,58.10000000000001,1.51,27124.350000000002
2021-01,Street Footwear,Men's,Georgia,Southeast,6063,3,105.0,1630,60058,52.84,1.5,28505.5
2021-01,Street Footwear,Men's,Hawaii,West,4042,2,78.0,540,21370,28.34,0.73,6979.1
2021-01,Street Footwear,Men's,Idaho,West,6063,3,82.0,680,19328,33.61917647058823,1.23,7369.83
2021-01,Street Footwear,Men's,Indiana,Midwest,4042,2,67.0,625,21500,30.64,0.92,9080.0
2021-01,Street Footwear,Men's,Iowa,Midwest,4042,2,58.0,576,17028,21.6,0.75,5637.6
2021-01,Street Footwear,Men's,Kansas,Midwest,4042,2,78.0,613,24244,32.620000000000005,0.84,9219.56
2021-01,Street Footwear,Men's,Kentucky,Southeast,4042,2,59.0,914,27231,27.660000000000004,0.9400000000000001,11659.74
2021-01,Street Footwear,Men's,Louisiana,South,6063,3,53.0,1080,20080,18.93,1.0699999999999998,6598.42
2021-01,Street Footwear,Men's,Maine,Northeast,4042,2,68.0,473,16359,20.299999999999997,0.6,4413.15
2021-01,Street Footwear,Men's,Maryland,Northeast,4042,2,76.0,662,25932,30.199999999999996,0.7999999999999999,9569.399999999998
2021-01,Street Footwear,Men's,Massachusetts,Northeast,6063,3,124.0,856,36578,62.65,1.52,17567.45
2021-01,Street Footwear,Men's,Michigan,Midwest,4042,2,57.0,781,22962,25.5,0.9,9606.0
2021-01,Street Footwear,Men's,Mississippi,South,6063,3,66.0,1041,24129,29.720000000000002,1.35,10262.44
2021-01,Street Footwear,Men's,Missouri,Midwest,4042,2,48.0,871,21383,22.65,0.9500000000000001,9229.4
2021-01,Street Footwear,Men's,Montana,Midwest,20210,10,380.0,3736,144301,194.16000000000003,5.12,68679.21
2021-01,Street Footwear,Men's,New Hampshire,Northeast,6063,3,143.0,810,40980,56.49000000000001,1.1800000000000002,15291.200000000003
2021-01,Street Footwear,Men's,New Jersey,Northeast,4042,2,78.0,625,24750,35.379999999999995,0.91,10422.5
2021-01,Street Footwear,Men's,New Mexico,West,6063,3,83.0,730,20874,37.82911111111112,1.37,8982.050000000001
2021-01,Street Footwear,Men's,New York,Northeast,4042,2,79.0,1016,40424,44.57,1.13,21307.12
2021-01,Street Footwear,Men's,North Carolina,Southeast,4042,2,67.0,969,33333,30.64,0.92,14078.16
2021-01,Street Footwear,Men's,North Dakota,Midwest,4042,2,57.0,563,16551,21.15,0.75,5422.95
2021-01,Street Footwear,Men's,Ohio,Midwest,4042,2,77.0,635,24995,35.980000000000004,0.9400000000000001,10697.3
2021-01,Street Footwear,Men's,Oklahoma,South,6063,3,65.0,875,20169,26.48,1.22,7628.6900000000005
2021-01,Street Footwear,Men's,Oregon,West,6063,3,96.0,620,20660,42.589999999999996,1.3299999999999998,8694.199999999999
2021-01,Street Footwear,Men's,Rhode Island,Northeast,6063,3,106.0,716,26708,37.58,1.06,8752.44
2021-01,Street Footwear,Men's,South Carolina,Southeast,4042,2,68.0,1156,39998,30.5,0.9,16761.5
2021-01,Street Footwear,Men's,South Dakota,Midwest,4042,2,68.0,603,20849,27.099999999999998,0.7999999999999999,7719.549999999999
2021-01,Street Footwear,Men's,Utah,West,6063,3,81.0,557,15762,32.339999999999996,1.2,5912.999999999999
2021-01,Street Footwear,Men's,Vermont,Northeast,6063,3,133.0,829,38551,61.57000000000001,1.3800000000000001,16559.71
2021-01,Street Footwear,Men's,Virginia,Southeast,6063,3,92.0,1186,38511,50.2,1.63,20121.9
2021-01,Street Footwear,Men's,West Virginia,Northeast,4042,2,68.0,531,18373,30.5,0.9,7699.0
2021-01,Street Footwear,Men's,Wisconsin,Midwest,4042,2,67.0,640,21980,30.64,0.92,9329.6
2021-01,Street Footwear,Men's,Wyoming,West,4042,2,59.0,441,13139,23.839999999999996,0.8099999999999999,4888.94
2021-01,Street Footwear,Women's,Alaska,West,4042,2,86.0,488,21508,26.009999999999998,0.61,5886.63
2021-01,Street Footwear,Women's,Arizona,West,6063,3,119.0,770,32195,47.55,1.2,12106.769999999999
2021-01,Street Footwear,Women's,Arkansas,South,6063,3,40.00000000000001,604,8405,18.550000000000004,1.3800000000000001,3621.8
2021-01,Street Footwear,Women's,California,West,30315,15,837.0,6338,372581,348.01,6.21,144964.91
2021-01,Street Footwear,Women's,Connecticut,Northeast,6063,3,68.0,360,8505,31.18,1.37,3656.16
2021-01,Street Footwear,Women's,Delaware,Northeast,4042,2,49.00000000000001,347,8603,22.240000000000002,0.91,3631.2799999999997
2021-01,Street Footwear,Women's,Florida,Southeast,6063,3,93.0,1021,33410,28.45,0.9199999999999999,9265.619999999999
2021-01,Street Footwear,Women's,Georgia,Southeast,6063,3,83.0,1337,38278,26.490000000000002,0.96,11019.9
2021-01,Street Footwear,Women's,Hawaii,West,4042,2,95.0,548,26785,33.45,0.71,8644.35
2021-01,Street Footwear,Women's,Idaho,West,6063,3,108.0,676,25417,44.22,1.23,9624.83
2021-01,Street Footwear,Women's,Indiana,Midwest,4042,2,50.00000000000001,387,9675,23.75,0.9500000000000001,4196.25
2021-01,Street Footwear,Women's,Iowa,Midwest,4042,2,38.00000000000001,315,6170,13.379999999999999,0.71,1979.7
2021-01,Street Footwear,Women's,Kansas,Midwest,4042,2,57.0,358,10491,20.88,0.74,3461.04
2021-01,Street Footwear,Women's,Kentucky,Southeast,4042,2,38.00000000000001,683,13344,17.9,0.9500000000000001,5764.2
2021-01,Street Footwear,Women's,Louisiana,South,6063,3,79.0,756,20984,27.970000000000002,1.07,6866.54
2021-01,Street Footwear,Women's,Maine,Northeast,4042,2,88.0,476,21218,28.45,0.65,5955.95
2021-01,Street Footwear,Women's,Maryland,Northeast,4042,2,59.0,416,12389,27.37,0.93,5298.67
2021-01,Street Footwear,Women's,Massachusetts,Northeast,6063,3,94.0,517,17014,37.449999999999996,1.2,6382.449999999999
2021-01,Street Footwear,Women's,Michigan,Midwest,4042,2,39.0,548,10837,15.549999999999999,0.7999999999999999,4026.6499999999996
2021-01,Street Footwear,Women's,Mississippi,South,6063,3,40.00000000000001,707,9928,17.98,1.35,4212.98
2021-01,Street Footwear,Women's,Missouri,Midwest,4042,2,29.0,618,9127,11.829999999999998,0.82,3434.69
2021-01,Street Footwear,Women's,Montana,Midwest,20210,10,442.0,2896,129296,224.5,5.09,61464.24
2021-01,Street Footwear,Women's,New Hampshire,Northeast,6063,3,124.0,489,20925,36.1,0.87,5696.55
2021-01,Street Footwear,Women's,New Jersey,Northeast,4042,2,58.0,390,11520,20.2,0.7,3708.0
2021-01,Street Footwear,Women's,New Mexico,West,6063,3,110.0,716,27268,44.54,1.22,10336.2
2021-01,Street Footwear,Women's,New York,Northeast,4042,2,59.0,768,22872,24.42,0.83,8638.56
2021-01,Street Footwear,Women's,North Carolina,Southeast,4042,2,49.00000000000001,742,18383,22.96,0.9400000000000001,7914.32
2021-01,Street Footwear,Women's,North Dakota,Midwest,4042,2,39.00000000000001,318,6292,14.549999999999999,0.75,2081.4
2021-01,Street Footwear,Women's,Ohio,Midwest,4042,2,58.0,375,11100,26.560000000000002,0.92,4692.0
2021-01,Street Footwear,Women's,Oklahoma,South,6063,3,41.00000000000001,554,7874,16.77,1.23,2985.66
2021-01,Street Footwear,Women's,Oregon,West,6063,3,121.0,640,27040,55.41,1.3699999999999999,11616.96
2021-01,Street Footwear,Women's,Rhode Island,Northeast,6063,3,79.0,398,11121,23.599999999999998,0.8999999999999999,3063.06
2021-01,Street Footwear,Women's,South Carolina,Southeast,4042,2,49.00000000000001,914,22661,22.96,0.9400000000000001,9699.44
2021-01,Street Footwear,Women's,South Dakota,Midwest,4042,2,50.00000000000001,349,8725,17.5,0.7,2802.5
2021-01,Street Footwear,Women's,Utah,West,6063,3,110.0,560,21350,44.809999999999995,1.22,8135.049999999999
2021-01,Street Footwear,Women's,Vermont,Northeast,6063,3,106.0,507,18906,39.18,1.1099999999999999,6303.18
2021-01,Street Footwear,Women's,Virginia,Southeast,6063,3,66.0,875,20345,22.46,1.02,6509.56
2021-01,Street Footwear,Women's,West Virginia,Northeast,4042,2,49.00000000000001,288,7137,19.79,0.8099999999999999,2664.2699999999995
2021-01,Street Footwear,Women's,Wisconsin,Midwest,4042,2,49.00000000000001,387,9588,19.549999999999997,0.7999999999999999,3564.6
2021-01,Street Footwear,Women's,Wyoming,West,4042,2,79.0,441,17549,31.55,0.7999999999999999,6497.05
2021-02,Apparel,Men's,Alaska,West,4042,4,125.00000000000001,325,20750,39.05,0.63,5772.5
2021-02,Apparel,Men's,Arizona,West,6063,6,123.0,245,10434,45.3,1.1099999999999999,3517.44
2021-02,Apparel,Men's,Arkansas,South,6063,6,92.0,534,17260,36.059999999999995,1.17,6425.259999999999
2021-02,Apparel,Men's,California,West,18189,18,520.0,3214,194545,263.11,4.5600000000000005,92913.23000000001
2021-02,Apparel,Men's,Connecticut,Northeast,6063,6,138.0,326,15514,50.989999999999995,1.1099999999999999,5245.98
2021-02,Apparel,Men's,Delaware,Northeast,4042,4,95.0,290,14175,33.45,0.71,4574.25
2021-02,Apparel,Men's,Florida,Southeast,6063,6,151.0,322,16848,38.2,0.76,3853.12
2021-02,Apparel,Men's,Georgia,Southeast,6063,6,120.00000000000001,286,12006,48.69,1.22,4555.53
2021-02,Apparel,Men's,Hawaii,West,4042,4,97.0,188,9286,21.6,0.44999999999999996,1660.8
2021-02,Apparel,Men's,Idaho,West,6063,6,110.0,408,15458,32.949999999999996,0.8999999999999999,4273.9
2021-02,Apparel,Men's,Indiana,Midwest,4042,4,86.0,258,11377,31.5385,0.74,3746.0199999999995
2021-02,Apparel,Men's,Iowa,Midwest,4042,4,78.0,188,7444,44.7,1.15,3938.6
2021-02,Apparel,Men's,Kansas,Midwest,4042,4,67.0,293,10051,27.61,0.83,3800.73
2021-02,Apparel,Men's,Kentucky,Southeast,4042,4,98.0,254,12591,40.05825,0.82,4717.889999999999
2021-02,Apparel,Men's,Louisiana,South,6063,6,131.0,279,12947,66.81,1.52,6228.33
2021-02,Apparel,Men's,Maryland,Northeast,4042,4,86.0,156,6896,31.95,0.75,2259.45
2021-02,Apparel,Men's,Massachusetts,Northeast,6063,6,134.0,244,11376,40.46000000000001,0.9,3138.0
2021-02,Apparel,Men's,Michigan,Midwest,4042,4,86.0,576,25416,40.55,0.95,10941.3
2021-02,Apparel,Men's,Mississippi,South,6063,6,105.0,644,23748,42.08,1.2,8916.56
2021-02,Apparel,Men's,Missouri,Midwest,4042,4,78.0,413,16344,31.099999999999998,0.7999999999999999,6054.8
2021-02,Apparel,Men's,Montana,Midwest,16168,16,408.0,2078,107009,268.79537394957987,5.280000000000001,66721.20000000001
2021-02,Apparel,Men's,New Hampshire,Northeast,6063,6,157.0,454,25084,55.61,1.06,8247.52
2021-02,Apparel,Men's,New Jersey,Northeast,4042,4,86.0,222,9802,29.900000000000002,0.7,3133.3
2021-02,Apparel,Men's,New Mexico,West,6063,6,129.0,316,14538,45.68,1.06,4743.76
2021-02,Apparel,Men's,New York,Northeast,4042,4,105.0,704,37950,42.25,0.8099999999999999,14129.5
2021-02,Apparel,Men's,North Carolina,Southeast,4042,4,89.0,780,34920,37.75,0.85,13410.0
