Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2021-01-16,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,65.0,775,50375,32.5,0.5,25187.5,2021-01
2021-01-17,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,80.0,775,62000,12.000000000000002,0.15000000000000002,9300.000000000002,2021-01
2021-01-18,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,65.0,975,63375,22.750000000000004,0.35000000000000003,22181.250000000004,2021-01
2021-01-19,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,70.0,925,64750,14.0,0.2,12950.0,2021-01
2021-01-20,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,65.0,800,52000,22.75,0.35000000000000003,18200.0,2021-01
2021-01-21,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,65.0,750,48750,19.5,0.3,14625.0,2021-01
2021-01-22,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,75.0,750,56250,37.5,0.5,28125.0,2021-01
2021-01-23,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,80.0,725,58000,12.000000000000002,0.15000000000000002,8700.000000000002,2021-01
2021-01-24,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,925,50875,16.500000000000004,0.30000000000000004,15262.500000000002,2021-01
2021-01-25,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,925,55500,9.0,0.15,8325.0,2021-01
2021-01-26,2021,1,Jan,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,55.00000000000001,775,42625,16.500000000000004,0.30000000000000004,12787.500000000002,2021-01
2021-01-27,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,55.00000000000001,725,39875,13.749999999999998,0.24999999999999997,9968.749999999998,2021-01
2021-01-28,2021,1,Jan,West,California,San Francisco,Apparel,Men's,Men's Apparel,65.0,725,47125,29.250000000000004,0.45000000000000007,21206.250000000004,2021-01
2021-01-29,2021,1,Jan,West,California,San Francisco,Apparel,Women's,Women's Apparel,70.0,775,54250,7.0,0.1,5425.0,2021-01
2021-01-30,2021,1,Jan,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,875,48125,16.500000000000004,0.30000000000000004,14437.500000000002,2021-01
2021-01-31,2021,1,Jan,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,875,52500,9.0,0.15,7875.0,2021-01
2021-02-01,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,55.00000000000001,700,38500,16.500000000000004,0.30000000000000004,11550.000000000002,2021-02
2021-02-02,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,55.00000000000001,675,37125,13.749999999999996,0.24999999999999997,9281.249999999998,2021-02
2021-02-03,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,65.0,650,42250,29.250000000000007,0.45000000000000007,19012.500000000004,2021-02
2021-02-04,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,70.0,700,49000,7.0,0.1,4900.0,2021-02
2021-02-05,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,875,48125,16.500000000000004,0.30000000000000004,14437.500000000002,2021-02
2021-02-06,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,875,52500,9.0,0.15,7875.0,2021-02
2021-02-07,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,55.00000000000001,725,39875,16.500000000000004,0.30000000000000004,11962.500000000002,2021-02
2021-02-08,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,55.00000000000001,700,38500,13.749999999999998,0.24999999999999997,9624.999999999998,2021-02
2021-02-09,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,65.0,650,42250,29.250000000000007,0.45000000000000007,19012.500000000004,2021-02
2021-02-10,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,70.0,775,54250,7.0,0.1,5425.0,2021-02
2021-02-11,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,975,53625,16.500000000000004,0.30000000000000004,16087.500000000002,2021-02
2021-02-12,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,60.00000000000001,975,58500,9.0,0.15,8775.0,2021-02
2021-02-13,2021,2,Feb,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,55.00000000000001,775,42625,16.500000000000004,0.30000000000000004,12787.500000000002,2021-02
2021-02-14,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,55.00000000000001,775,42625,13.749999999999998,0.24999999999999997,10656.249999999998,2021-02
2021-02-15,2021,2,Feb,West,California,San Francisco,Apparel,Men's,Men's Apparel,65.0,700,45500,29.250000000000004,0.45000000000000007,20475.000000000004,2021-02
2021-02-16,2021,2,Feb,West,California,San Francisco,Apparel,Women's,Women's Apparel,70.0,800,56000,7.0,0.1,5600.0,2021-02
2021-02-17,2021,2,Feb,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,35.0,700,24500,14.0,0.4,9800.0,2021-02
2021-02-18,2021,2,Feb,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,700,31500,11.25,0.25,7875.0,2021-02
2021-03-09,2021,3,Mar,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,45.0,700,31500,18.0,0.4,12600.0,2021-03
2021-03-10,2021,3,Mar,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,550,24750,15.75,0.35,8662.5,2021-03
2021-03-11,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,500,25000,27.500000000000004,0.55,13750.000000000002,2021-03
2021-03-12,2021,3,Mar,West,California,Los Angeles,Apparel,Women's,Women's Apparel,45.0,700,31500,9.0,0.2,6300.0,2021-03
2021-03-13,2021,3,Mar,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,35.0,750,26250,14.0,0.4,10500.0,2021-03
2021-03-14,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,650,29250,11.25,0.25,7312.5,2021-03
2021-03-15,2021,3,Mar,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,45.0,675,30375,18.0,0.4,12150.0,2021-03
2021-03-16,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,525,23625,15.75,0.35,8268.75,2021-03
2021-03-17,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,450,22500,27.500000000000004,0.55,12375.000000000002,2021-03
2021-03-18,2021,3,Mar,West,California,Los Angeles,Apparel,Women's,Women's Apparel,45.0,650,29250,9.0,0.2,5850.0,2021-03
2021-03-19,2021,3,Mar,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,35.0,800,28000,14.0,0.4,11200.0,2021-03
2021-03-20,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,650,29250,11.25,0.25,7312.5,2021-03
2021-03-21,2021,3,Mar,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,45.0,650,29250,18.0,0.4,11700.0,2021-03
2021-03-22,2021,3,Mar,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,550,24750,15.75,0.35,8662.5,2021-03
2021-03-23,2021,3,Mar,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,425,21250,27.500000000000004,0.55,11687.500000000002,2021-03
2021-04-06,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,45.0,625,28125,9.0,0.2,5625.0,2021-04
2021-04-07,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,45.0,800,36000,18.0,0.4,14400.0,2021-04
2021-04-08,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,600,30000,12.5,0.25,7500.0,2021-04
2021-04-09,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,625,31250,20.0,0.4,12500.0,2021-04
2021-04-10,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,525,23625,15.75,0.35,8268.75,2021-04
2021-04-11,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,425,21250,27.500000000000004,0.55,11687.500000000002,2021-04
2021-04-12,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,600,39000,13.0,0.2,7800.0,2021-04
2021-04-13,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,45.0,800,36000,18.0,0.4,14400.0,2021-04
2021-04-14,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,650,32500,12.5,0.25,8125.0,2021-04
2021-04-15,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,650,32500,20.0,0.4,13000.0,2021-04
2021-04-16,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,550,24750,15.75,0.35,8662.5,2021-04
2021-04-17,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,450,22500,27.500000000000004,0.55,12375.000000000002,2021-04
2021-04-18,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,625,40625,13.0,0.2,8125.0,2021-04
2021-04-19,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,45.0,900,40500,18.0,0.4,16200.0,2021-04
2021-04-20,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,750,37500,12.5,0.25,9375.0,2021-04
2021-04-21,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,750,37500,20.0,0.4,15000.0,2021-04
2021-04-22,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,625,28125,15.75,0.35,9843.75,2021-04
2021-04-23,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,500,25000,27.500000000000004,0.55,13750.000000000002,2021-04
2021-04-24,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,800,52000,13.0,0.2,10400.0,2021-04
2021-04-25,2021,4,Apr,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,45.0,950,42750,18.0,0.4,17100.0,2021-04
2021-04-26,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,800,40000,12.5,0.25,10000.0,2021-04
2021-04-27,2021,4,Apr,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,750,37500,20.0,0.4,15000.0,2021-04
2021-04-28,2021,4,Apr,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,650,29250,15.75,0.35,10237.5,2021-04
2021-04-29,2021,4,Apr,West,California,Los Angeles,Apparel,Men's,Men's Apparel,50.0,700,35000,27.5,0.55,19250.0,2021-04
2021-04-30,2021,4,Apr,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,700,45500,13.0,0.2,9100.0,2021-04
2021-05-01,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,50.0,900,45000,20.0,0.4,18000.0,2021-05
2021-05-02,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,850,46750,13.75,0.25,11687.5,2021-05
2021-05-03,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,725,36250,20.0,0.4,14500.0,2021-05
2021-05-04,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,675,33750,17.5,0.35,11812.5,2021-05
2021-05-05,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,60.0,675,40500,33.0,0.55,22275.0,2021-05
2021-05-06,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,650,42250,13.0,0.2,8450.0,2021-05
2021-05-07,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,50.0,850,42500,20.0,0.4,17000.0,2021-05
2021-05-08,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,850,46750,13.75,0.25,11687.5,2021-05
2021-05-09,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,700,35000,20.0,0.4,14000.0,2021-05
2021-05-10,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,650,32500,17.5,0.35,11375.0,2021-05
2021-05-11,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,60.0,650,39000,33.0,0.55,21450.0,2021-05
2021-05-12,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,700,45500,13.0,0.2,9100.0,2021-05
2021-05-13,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,50.0,800,40000,20.0,0.4,16000.0,2021-05
2021-05-14,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,800,44000,13.75,0.25,11000.0,2021-05
2021-05-15,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,650,32500,20.0,0.4,13000.0,2021-05
2021-05-16,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,625,31250,17.5,0.35,10937.5,2021-05
2021-05-17,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,60.0,600,36000,33.0,0.55,19800.0,2021-05
2021-05-18,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,650,42250,13.0,0.2,8450.0,2021-05
2021-05-19,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,50.0,825,41250,20.0,0.4,16500.0,2021-05
2021-05-20,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,825,45375,13.75,0.25,11343.75,2021-05
2021-05-21,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,675,33750,20.0,0.4,13500.0,2021-05
2021-05-22,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,650,32500,17.5,0.35,11375.0,2021-05
2021-05-23,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,60.0,600,36000,33.0,0.55,19800.0,2021-05
2021-05-24,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,700,45500,13.0,0.2,9100.0,2021-05
2021-05-25,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,50.0,900,45000,20.0,0.4,18000.0,2021-05
2021-05-26,2021,5,May,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,900,49500,13.75,0.25,12375.0,2021-05
2021-05-27,2021,5,May,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,50.0,700,35000,20.0,0.4,14000.0,2021-05
2021-05-28,2021,5,May,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,700,35000,17.5,0.35,12250.0,2021-05
2021-05-29,2021,5,May,West,California,Los Angeles,Apparel,Men's,Men's Apparel,60.0,625,37500,33.0,0.55,20625.0,2021-05
2021-05-30,2021,5,May,West,California,Los Angeles,Apparel,Women's,Women's Apparel,65.0,725,47125,13.0,0.2,9425.0,2021-05
2021-05-31,2021,5,May,West,California,Los Angeles,Street Footwear,Men's,Men's Street Footwear,45.0,475,21375,18.0,0.4,8550.0,2021-05
2021-06-01,2021,6,Jun,West,California,Los Angeles,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,275,12375,15.75,0.35,4331.25,2021-06
2021-06-02,2021,6,Jun,West,California,Los Angeles,Street Footwear,Women's,Women's Street Footwear,35.0,275,9625,12.25,0.35,3368.75,2021-06
2021-06-03,2021,6,Jun,West,California,Los Angeles,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,125,5000,16.0,0.4,2000.0,2021-06
2021-06-04,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,54.99999999999999,175,9624,19.247999999999998,0.35,3368.3999999999996,2021-06
2021-06-05,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,45.0,275,12375,22.5,0.5,6187.5,2021-06
2021-06-06,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,45.0,525,23625,18.0,0.4,9450.0,2021-06
2021-06-07,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,175,7875,15.75,0.35,2756.25,2021-06
2021-06-08,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,35.0,225,7875,12.25,0.35,2756.25,2021-06
2021-06-09,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,100,4000,16.0,0.4,1600.0,2021-06
2021-06-10,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,54.99999999999999,175,9624,19.247999999999998,0.35,3368.3999999999996,2021-06
2021-06-11,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,45.0,275,12375,22.5,0.5,6187.5,2021-06
2021-06-12,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,50.0,495,24750,20.0,0.4,9900.0,2021-06
2021-06-13,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,200,10000,17.5,0.35,3500.0,2021-06
2021-06-14,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,40.0,225,9000,14.0,0.35,3150.0,2021-06
2021-06-15,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,75,3375,18.0,0.4,1350.0,2021-06
2021-06-16,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,60.0,125,7500,21.0,0.35,2625.0,2021-06
2021-06-17,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,50.0,225,11250,25.0,0.5,5625.0,2021-06
2021-06-18,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,50.0,450,22500,20.0,0.4,9000.0,2021-06
2021-06-19,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,150,7500,17.5,0.35,2625.0,2021-06
2021-06-20,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,40.0,150,6000,14.0,0.35,2100.0,2021-06
2021-06-21,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,75,3375,18.0,0.4,1350.0,2021-06
2021-06-22,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,60.0,100,6000,21.0,0.35,2100.0,2021-06
2021-06-23,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,50.0,225,11250,25.0,0.5,5625.0,2021-06
2021-06-24,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,60.0,495,29700,24.0,0.4,11880.0,2021-06
2021-06-25,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,200,11000,19.249999999999996,0.35,3849.9999999999995,2021-06
2021-06-26,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,50.0,175,8750,17.5,0.35,3062.5,2021-06
2021-06-27,2021,6,Jun,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,100,5000,20.0,0.4,2000.0,2021-06
2021-06-28,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,60.0,125,7500,21.0,0.35,2625.0,2021-06
2021-06-29,2021,6,Jun,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,65.0,250,16250,32.5,0.5,8125.0,2021-06
2021-06-30,2021,6,Jun,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,50.0,500,25000,20.0,0.4,10000.0,2021-06
2021-07-01,2021,7,Jul,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,45.00000000000001,250,11250,15.749999999999998,0.35,3937.4999999999995,2021-07
2021-07-02,2021,7,Jul,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,40.0,200,8000,14.0,0.35,2800.0,2021-07
2021-07-03,2021,7,Jul,Midwest,Illinois,Chicago,Athletic Footwear,Women's,Women's Athletic Footwear,40.0,175,7000,16.0,0.4,2800.0,2021-07
2021-07-04,2021,7,Jul,Midwest,Illinois,Chicago,Apparel,Men's,Men's Apparel,50.0,175,8750,17.5,0.35,3062.5,2021-07
2021-07-05,2021,7,Jul,Midwest,Illinois,Chicago,Apparel,Women's,Women's Apparel,55.00000000000001,350,19250,27.5,0.5,9625.0,2021-07
2021-07-06,2021,7,Jul,Midwest,Illinois,Chicago,Street Footwear,Men's,Men's Street Footwear,50.0,575,28750,20.0,0.4,11500.0,2021-07
2021-07-07,2021,7,Jul,Midwest,Illinois,Chicago,Athletic Footwear,Men's,Men's Athletic Footwear,45.00000000000001,325,14625,15.75,0.35,5118.75,2021-07
2021-07-08,2021,7,Jul,Midwest,Illinois,Chicago,Street Footwear,Women's,Women's Street Footwear,40.0,250,10000,14.0,0.35,3500.0,2021-07
